CustomerID,Name,Email,Age,Gender,Location,ProductID,Category,Subcategory,Price,Weight,Dimensions,OrderID,Date_Order,TotalAmount,ShippingMethod,Status,InventoryID,StockLevel,RestockThreshold,LastRestockDate,WarehouseID,Location_warehouse,Capacity,SupplierID,Company,Location_Supplier,QualityScore,errorMessage
165,William Bush,patrickromero@example.org,39,Male,Moodyton,10,Electronics,Laptops,912.07,22.34,39x24x37,165,22/12/2020,$1971.6,Standard,Shipped,165,93,128,2021-07-19,141,West Kayla,11466,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
186,Valerie Smith,cantupaul@example.org,59,Female,Chandlerview,13,Electronics,Headphones,840.88,31.34,38x32x20,186,2021-06-19,$472.22,Standard,Cancelled,186,729,281,2021-06-27,432,North Markmouth,6241,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
188,Jake Fischer,williamskaitlyn@example.com,52,Female,North Mindy,1,Electronics,Cameras,481.23,47.22,10x46x3,188,2023-06-17,$985.32,Two-day,Cancelled,188,929,481,2020-11-27,53,Davidmouth,13536,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
192,James Blackwell,yvonne37@example.org,58,Female,Curtistown,8,Clothing,Shoes,463.17,16.68,3x48x10,192,2021-07-19,€838.81,Standard,Shipped,192,202,464,2020-11-27,271,Gibsontown,10403,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
199,Kevin Winters,michellegray@example.com,18,Female,Port Patricia,10,Electronics,Laptops,551.37,10.78,23x33x42,199,09/07/2022,€1864.44,Express,Pending,199,903,235,2022-01-06,453,Port Georgefort,11228,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
200,Joanna Keith,unknown,65,Male,Raybury,16,Furniture©,Tables,966.28,1.41,44x5x24,200,04-09-2022,$877.91,Standard,Shipped,200,392,120,2020-09-22,322,Port Victoriaburgh,10204,0,Johnson-Rodriguez,Port Robynmouth,0.0,Email.compareTo("unknown") != 0 failed|QualityScore.compareTo(0) != 0 failed
203,Brittany Clay,browningjessica@example.org,45,Female,Smithton,0,Electronics,Smart Watches,184.61,35.66,26x43x36,203,2023-08-19,£762.4,Express,Shipped,203,140,13,2022-05-24,184,Tuckerhaven,16439,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
204,Brett Williams,ringram@example.org,57,Male,New Ianshire,2,Electronics,Mobile Phones,676.48,35.95,36x30x14,204,18/08/2023,€122.47,Two-day,Cancelled,204,291,421,2021-12-14,419,East Susan,13628,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
253,Andrew Carlson,igentry@example.net,50,Male,Connormouth,4,Clothing,T-Shirts,175.03,44.26,29x18x32,253,08-20-2021,$2356.1,Express,Pending,253,79,402,2021-07-12,435,Robynland,10387,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
277,Diana Fleming,vkeller@example.com,47,Female,South Eric,11,Clothing,Hats,84.45,10.94,11x23x7,277,20/03/2022,€567.69,Express,Shipped,277,952,193,2021-12-26,331,Julieshire,5795,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
290,Joshua Burton,michaelolsen@example.com,59,Male,Ramirezberg,0,Electronics,Smart Watches,992.14,24.28,15x38x38,290,07-01-2022,$1725.54,Express,Delivered,290,666,284,2021-08-09,153,North Tracyborough,15164,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
300,Angela Boyd,unknown,191,Male,East Michelleton,4,Clothing,T-Shirts,544.16,2.74,43x21x37,300,28/03/2022,€3318.52,Express,Shipped,300,398,383,2022-01-30,71,Port Jonathan,14077,2,Miller-Pearson,Clarkmouth,9.83,Email.compareTo("unknown") != 0 failed|Age.compareTo(110) < 0 failed
307,Nathan Hunter,ryan66@example.org,52,Male,Jacobside,11,Clothing,Hats,801.64,31.38,30x29x23,307,11-29-2021,$3785.85,Two-day,Shipped,307,362,153,2021-06-19,90,Port Andrew,12937,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
324,Kelly Hughes,dunlapbrent@example.org,25,Female,Lake Sarahburgh,48,Clothing,Jeans,637.52,27.47,16x14x28,324,07/01/2023,£1295.54,Standard,Shipped,324,292,317,2022-08-09,463,East Shelleybury,9049,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
327,Derrick Sanchez,jeremy75@example.net,18,Male,Christopherside,3,Furniture,Cabinets,449.27,49.04,8x50x30,327,2023-04-27,£2795.94,Standard,Shipped,327,850,68,2021-05-06,470,New Jenniferbury,14242,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
359,David Barnes,fpierce@example.net,64,Male,Brownborough,3,Furniture,Cabinets,816.02,45.34,21x4x19,359,26/07/2021,€1292.19,Standard,Cancelled,359,872,293,2021-06-12,456,Sarahfurt,11174,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
362,Catherine Cook,mariawade@example.net,36,Female,Port Jennifer,12,Clothing,Dresses,638.97,25.79,37x1x13,362,02-23-2021,€4764.4,Standard,Cancelled,362,896,169,2020-11-17,145,Lake Jessicaville,7594,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
393,Jill Larson,xunderwood@example.com,69,Male,East Christopherchester,21,Furniture,Sofas,118.07,45.34,20x10x26,393,04/04/2022,£2917.74,Standard,Pending,393,372,121,2022-07-09,222,West Kristen,11070,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
400,Allen Jensen,unknown,32,Female,Port Erin,2,Electronics©,Mobile Phones,969.79,3.89,5x28x16,400,16/09/2022,$567.81,Two-day,Cancelled,400,151,320,2021-03-18,17,Port Alyssa,13507,4,Salas, Gonzalez and Todd,Jessicashire,2.35,Email.compareTo("unknown") != 0 failed
407,Susan Tate,jonathan00@example.com,56,Female,Ramirezbury,2,Electronics,Mobile Phones,669.15,33.82,1x7x8,407,2023-03-02,$4340.0,Standard,Pending,407,364,387,2021-01-18,487,Port Jennifer,11437,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
412,Amy Turner,kellyian@example.org,66,Male,Carlaland,16,Furniture,Tables,19.43,24.62,39x1x24,412,2022-10-01,$114.96,Two-day,Delivered,412,235,266,2021-10-21,303,Mariaburgh,14031,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
435,Michelle Steele,anthony89@example.org,65,Female,Port Nathanmouth,12,Clothing,Dresses,610.13,48.42,39x8x12,435,21/08/2023,£689.19,Express,Cancelled,435,245,155,2020-12-15,426,North Cynthia,16963,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
447,Aaron Valenzuela,kathyharris@example.net,22,Male,Davidmouth,6,Furniture,Chairs,266.54,33.64,49x30x33,447,01/09/2022,£4569.75,Two-day,Pending,447,390,426,2021-10-15,146,Michelefurt,11187,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
459,Laurie Russell,ronnie04@example.com,46,Female,Lake Joseph,12,Clothing,Dresses,249.03,29.89,15x28x17,459,2020-10-06,£666.21,Express,Shipped,459,403,476,2022-04-29,299,North Nicholas,17164,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
461,Julie Porter,whartman@example.org,47,Male,Lake Matthew,48,Clothing,Jeans,359.51,38.16,32x18x31,461,03-31-2022,£1452.2,Express,Delivered,461,679,273,2021-12-07,287,West Susan,5478,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
463,Cameron Wheeler,scottmcdaniel@example.com,27,Female,Joshuafurt,4,Clothing,T-Shirts,310.37,0.63,30x18x47,463,02/12/2022,£3479.84,Express,Delivered,463,904,366,2022-06-09,200,Lake Codyton,9884,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
477,Peter Barnes,josephgarcia@example.org,55,Male,North Alan,11,Clothing,Hats,334.64,39.63,21x33x29,477,21/01/2021,$267.9,Two-day,Cancelled,477,559,422,2021-10-10,216,Port Christopher,13146,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
487,Matthew Adams,reyesjason@example.org,24,Male,East Denise,11,Clothing,Hats,449.3,23.8,40x33x2,487,2021-10-25,£3913.32,Standard,Delivered,487,816,92,2020-12-08,395,North Michael,18251,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
494,Anthony Avila,xhill@example.net,35,Female,Frankbury,21,Furniture,Sofas,130.85,19.6,48x35x17,494,2021-12-02,$388.53,Standard,Delivered,494,751,216,2021-02-16,220,Lake Holly,9562,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
500,Lori Berry,unknown,40,Male,West Brett,8,Clothing,Shoes,466.54,37.79,6x9x41,500,03-19-2023,£1327.35,Standard,Pending,500,491,325,2022-07-02,141,West Kayla,11466,2,Miller-Pearson,Clarkmouth,9.83,Email.compareTo("unknown") != 0 failed
505,Steve Bonilla,npetty@example.com,23,Female,Patrickton,3,Furniture,Cabinets,398.34,27.34,35x34x6,505,02-10-2021,$1065.05,Express,Cancelled,505,372,207,2022-03-18,430,Port Richardmouth,7780,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
510,Amanda Odom,rebeccapowers@example.org,67,Male,Gordonmouth,3,Furniture,Cabinets,410.51,26.97,43x31x6,510,16/01/2022,€66.4,Express,Delivered,510,856,332,2021-10-26,162,Christophermouth,19145,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
512,Denise Black,joseph53@example.com,21,Female,Lake Kimberly,16,Furniture,Tables,277.77,43.22,38x13x20,512,08-28-2021,$1648.17,Two-day,Pending,512,313,195,2022-04-19,87,New Leonard,5496,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
522,Jody Byrd,ntanner@example.org,44,Female,Jeremiahside,3,Furniture,Cabinets,812.09,40.07,33x43x24,522,09-08-2022,£1816.8,Two-day,Cancelled,522,180,204,2021-10-07,339,Phillipsside,10896,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
543,Krystal Benson,icherry@example.org,49,Female,East Kim,21,Furniture,Sofas,876.81,23.63,41x11x25,543,15/04/2021,€4000.45,Express,Pending,543,349,295,2021-01-07,63,Dayshire,13799,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
544,Destiny Barnes,grace94@example.org,31,Female,Michellemouth,1,Electronics,Cameras,117.6,33.47,47x48x9,544,28/06/2023,£3098.56,Two-day,Shipped,544,565,229,2020-11-16,135,Rowemouth,6582,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
552,Dan Gibson,morgantonya@example.net,43,Male,Jonathanmouth,2,Electronics,Mobile Phones,641.29,39.25,41x19x41,552,01-02-2023,$2319.96,Standard,Pending,552,426,190,2020-10-25,454,North Kristinaton,5751,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
557,Terrence Quinn,jamie16@example.org,38,Female,Bakerchester,13,Electronics,Headphones,408.82,1.49,12x18x5,557,02-23-2022,€223.83,Two-day,Cancelled,557,701,188,2022-03-12,279,North Jeanettefurt,17976,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
577,Elizabeth Pittman,zfrank@example.net,66,Female,Port Natalie,6,Furniture,Chairs,497.64,18.77,33x26x20,577,10-23-2021,€993.06,Standard,Delivered,577,791,15,2022-01-13,414,West Grace,7062,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
581,Dr. Laura Jones,susanwilliams@example.com,54,Male,Penningtontown,3,Furniture,Cabinets,659.29,4.73,50x47x42,581,07/12/2021,€117.85,Standard,Pending,581,329,22,2021-04-05,394,New Victoriabury,5429,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
583,Robert Gordon,paula47@example.com,52,Female,New Jenniferfurt,48,Clothing,Jeans,8.2,24.8,3x36x18,583,11-27-2021,€1429.92,Two-day,Delivered,583,110,71,2022-08-30,342,North Jennahaven,11583,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
585,Matthew Hess,christinadaniels@example.org,20,Female,Matthewstad,16,Furniture,Tables,801.28,46.39,3x37x12,585,2022-10-16,€669.96,Two-day,Delivered,585,11,118,2021-10-14,299,North Nicholas,17164,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
586,Nicholas Erickson,fnunez@example.net,24,Male,Port Josephland,1,Electronics,Cameras,179.95,31.31,6x13x14,586,01/10/2020,$670.2,Express,Shipped,586,714,346,2020-10-06,493,Jenniferville,19223,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
600,Tammy Franco,unknown,34,Male,Esparzafort,3,Furniture©,Cabinets,841.89,17.54,12x39x40,600,05-21-2022,€3385.04,Express,Cancelled,600,225,76,2021-12-07,319,Lake Nicolebury,8097,2,Miller-Pearson,Clarkmouth,9.83,Email.compareTo("unknown") != 0 failed
620,Heather Morales,grahamstephanie@example.net,42,Female,Donaldsonton,1,Electronics,Cameras,91.21,37.91,18x6x14,620,06-24-2021,$1803.68,Two-day,Delivered,620,612,290,2021-11-27,401,West Kaylaview,8582,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
627,Cody Wallace,browningstephanie@example.net,49,Female,Lake Richardtown,1,Electronics,Cameras,788.8,47.39,46x39x21,627,2021-05-13,€959.8,Two-day,Shipped,627,120,458,2022-06-01,11,South Katieshire,18348,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
649,Roger Frye,zlong@example.net,46,Male,Karenport,21,Furniture,Sofas,501.7,6.27,26x31x5,649,26/04/2021,$1565.52,Standard,Delivered,649,169,148,2021-10-22,319,Lake Nicolebury,8097,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
672,Crystal Jacobson,megan19@example.org,51,Female,Clarkburgh,0,Electronics,Smart Watches,890.59,28.06,34x12x6,672,08-11-2023,$1834.68,Express,Cancelled,672,261,146,2020-09-11,154,Lake Joshua,16444,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
674,Anthony Chang,nadams@example.net,61,Male,Jonesmouth,8,Clothing,Shoes,489.51,19.56,43x8x37,674,2023-07-28,$149.85,Two-day,Cancelled,674,250,472,2021-12-31,277,South Sarahland,17642,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
690,Brian Green,laurawarren@example.org,50,Male,New Mollybury,9,Furniture,Beds,457.77,20.88,3x10x41,690,26/02/2023,$559.9,Two-day,Cancelled,690,904,118,2020-11-06,197,West Cathyville,18819,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
695,John Oneill,josephcross@example.com,30,Female,Whiteside,3,Furniture,Cabinets,686.48,11.44,48x7x49,695,04/11/2021,£1806.9,Two-day,Pending,695,749,404,2021-12-06,290,North Chloe,6944,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
700,Sarah Morales,unknown,38,Female,Rebeccaville,1,Electronics,Cameras,538.0,16.69,50x13x46,700,04/05/2022,€1426.6,Express,Delivered,700,304,297,2022-04-19,301,Merrittshire,6520,2,Miller-Pearson,Clarkmouth,9.83,Email.compareTo("unknown") != 0 failed
705,Jared Rodriguez,heather24@example.com,30,Female,West Brianton,8,Clothing,Shoes,228.98,27.6,1x15x22,705,2020-10-15,$1743.28,Express,Pending,705,306,50,2021-05-09,397,Port Catherineview,17948,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
713,Sheri Lara,sullivanerin@example.org,67,Male,Craigland,21,Furniture,Sofas,561.82,40.57,28x47x8,713,27/05/2021,€750.28,Two-day,Pending,713,855,337,2021-05-07,286,Jacksonburgh,16670,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
727,Jennifer Peterson,hodgesamy@example.net,41,Male,Feliciashire,4,Clothing,T-Shirts,425.97,19.48,23x21x41,727,2021-05-21,$1870.94,Express,Pending,727,328,234,2021-02-16,329,Lake William,8382,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
734,Tiffany Gonzales,lauracannon@example.net,50,Female,North Lindsaymouth,1,Electronics,Cameras,505.96,15.24,17x15x22,734,06-28-2022,$4819.05,Express,Delivered,734,663,105,2021-08-05,46,North Ronald,11398,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
739,Jessica Ingram,jcastro@example.com,60,Female,Hunterfort,16,Furniture,Tables,108.31,22.46,28x32x14,739,01-27-2021,£3730.1,Standard,Delivered,739,284,25,2021-05-08,144,Scotttown,18800,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
746,Courtney Martin,laurasellers@example.net,59,Female,Johnsonmouth,21,Furniture,Sofas,447.63,21.74,31x19x20,746,2021-08-04,€2339.46,Standard,Pending,746,811,396,2021-11-03,132,New Rebeccaville,8925,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
765,Tom Vasquez,mary11@example.org,45,Female,Johnstonview,12,Clothing,Dresses,253.01,20.76,44x47x29,765,11-23-2021,€2111.94,Standard,Delivered,765,604,289,2021-01-12,233,South Teresaton,8497,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
767,Geoffrey Esparza,iscott@example.org,67,Female,West Patricia,1,Electronics,Cameras,362.05,31.6,49x31x1,767,2023-02-26,£754.88,Two-day,Cancelled,767,90,208,2021-06-01,472,Jamesstad,8250,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
784,Christopher Edwards,randallvalenzuela@example.org,30,Female,North Melissashire,3,Furniture,Cabinets,399.64,19.99,28x17x4,784,06-30-2023,$624.84,Express,Cancelled,784,929,360,2021-07-06,100,Lake John,14918,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
794,Derek Banks,christopherpratt@example.org,31,Female,Annefurt,3,Furniture,Cabinets,927.45,27.07,4x39x32,794,2022-12-24,£2136.06,Two-day,Pending,794,142,404,2021-12-23,101,Morganshire,9227,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
800,Matthew Mullen,unknown,45,Female,Robertsview,10,Electronics©,Laptops,791.83,22.66,36x27x20,800,2021-11-11,$3270.6,Express,Shipped,800,377,127,2022-02-06,303,Mariaburgh,14031,2,Miller-Pearson,Clarkmouth,9.83,Email.compareTo("unknown") != 0 failed
804,Stephen Smith,angelacortez@example.com,44,Female,Flynnton,10,Electronics,Laptops,492.73,21.93,16x23x32,804,2022-10-29,€1163.46,Two-day,Pending,804,920,494,2022-01-27,319,Lake Nicolebury,8097,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
823,Randy Murray,ithompson@example.com,69,Male,Port Paulside,13,Electronics,Headphones,629.09,31.94,23x17x42,823,2022-07-13,£378.49,Express,Cancelled,823,596,57,2021-07-23,19,Veronicaview,14192,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
838,Stacey Carson,mjennings@example.org,23,Male,Tylerport,21,Furniture,Sofas,963.99,9.39,25x31x15,838,12-16-2020,$2015.0,Standard,Delivered,838,419,353,2022-08-04,298,Port Richardfort,15847,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
854,Susan Santana,marcus04@example.com,34,Female,Lake Paul,13,Electronics,Headphones,632.53,31.12,19x45x5,854,2023-02-07,£550.72,Standard,Delivered,854,159,129,2022-01-21,317,Aaronmouth,11416,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
858,Austin Allen,michellewells@example.org,34,Female,Boydburgh,10,Electronics,Laptops,66.54,30.89,44x28x38,858,07-10-2021,€1095.72,Express,Pending,858,816,229,2021-09-30,341,Dustinborough,14103,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
871,Mark Ayala,sgilbert@example.net,49,Male,New Keith,2,Electronics,Mobile Phones,959.15,6.28,27x10x28,871,03-09-2022,$2876.6,Express,Pending,871,415,444,2021-07-18,186,Port Alanchester,9574,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
873,Natasha Mason,donald41@example.org,32,Male,Port Luisport,11,Clothing,Hats,871.31,16.68,9x29x17,873,23/09/2022,$835.84,Express,Shipped,873,354,13,2022-06-26,318,Lake Erika,6372,0,Johnson-Rodriguez,Port Robynmouth,0.0,QualityScore.compareTo(0) != 0 failed
